delivery_id,order_id,driver_id,estimated_minutes,actual_minutes
1329,1329,4,42,35
1330,1330,179,58,26
1331,1331,62,46,33
1332,1332,127,36,50
1333,1333,175,42,20
1334,1334,9,21,42
1335,1335,190,34,20
1336,1336,161,34,72
1337,1337,15,45,49
1338,1338,218,59,53
1339,1339,40,41,40
1340,1340,34,47,50
1341,1341,151,21,56
1342,1342,1,45,44
1343,1343,8,39,26
1344,1344,26,42,12
1345,1345,140,43,32
1346,1346,246,50,67
1347,1347,60,57,26
1348,1348,91,20,17
1349,1349,57,15,68
1350,1350,101,30,54
1351,1351,190,35,79
1352,1352,18,36,75
1353,1353,64,44,13
1354,1354,90,10,74
1355,1355,200,50,73
1356,1356,168,53,41
1357,1357,234,57,15
1358,1358,171,23,25
1359,1359,145,39,68
1360,1360,141,24,45
1361,1361,58,42,23
1362,1362,5,51,42
1363,1363,218,44,73
1364,1364,212,54,80
1365,1365,238,29,67
1366,1366,203,41,31
1367,1367,141,38,44
1368,1368,231,44,41
1369,1369,100,44,35
1370,1370,87,28,61
1371,1371,153,41,65
1372,1372,47,35,60
1373,1373,75,60,57
1374,1374,21,29,67
1375,1375,176,21,19
1376,1376,101,31,12
1377,1377,183,35,77
1378,1378,30,45,79
1379,1379,30,20,55
1380,1380,151,35,50
1381,1381,93,59,51
1382,1382,149,50,23
1383,1383,166,55,67
1384,1384,24,41,40
1385,1385,62,10,15
1386,1386,127,25,77
1387,1387,26,31,49
1388,1388,156,54,71
1389,1389,144,38,15
1390,1390,50,55,74
1391,1391,2,28,42
1392,1392,37,19,70
1393,1393,116,52,26
1394,1394,20,43,24
1395,1395,79,60,45
1396,1396,17,11,63
1397,1397,72,30,27
1398,1398,125,20,38
1399,1399,169,45,53
1400,1400,143,17,64
1401,1401,24,16,53
1402,1402,92,17,63
1403,1403,184,25,35
1404,1404,112,43,57
1405,1405,218,50,27
1406,1406,200,46,59
1407,1407,192,36,51
1408,1408,18,40,12
1409,1409,222,32,12
1410,1410,171,36,63
1411,1411,180,35,42
1412,1412,11,15,10
1413,1413,166,11,59
1414,1414,103,51,62
1415,1415,241,47,54
1416,1416,87,43,15
1417,1417,36,13,68
1418,1418,70,59,52
1419,1419,165,10,23
1420,1420,84,56,20
1421,1421,221,47,60
1422,1422,48,11,72
1423,1423,207,29,13
1424,1424,152,58,22
1425,1425,228,16,56
1426,1426,157,30,39
1427,1427,81,35,72
1428,1428,14,37,61
1429,1429,39,49,42
1430,1430,146,54,13
1431,1431,201,47,39
1432,1432,112,22,26
1433,1433,221,33,40
1434,1434,87,46,16
1435,1435,22,51,36
1436,1436,223,19,10
1437,1437,134,56,26
1438,1438,54,32,60
1439,1439,124,33,47
1440,1440,159,23,45
1441,1441,225,13,18
1442,1442,51,19,49
1443,1443,194,47,25
1444,1444,166,48,32
1445,1445,200,11,77
1446,1446,108,52,38
1447,1447,112,56,12
1448,1448,111,24,34
1449,1449,117,30,14
1450,1450,14,60,48
1451,1451,211,34,76
1452,1452,34,56,80
1453,1453,25,18,38
1454,1454,135,49,36
1455,1455,127,56,62
1456,1456,100,47,49
1457,1457,141,58,19
1458,1458,16,46,30
1459,1459,21,31,12
1460,1460,170,29,41
1461,1461,229,10,76
1462,1462,154,29,43
1463,1463,244,43,37
1464,1464,122,25,54
1465,1465,134,48,32
1466,1466,82,41,60
1467,1467,36,50,12
1468,1468,232,24,68
1469,1469,69,28,76
1470,1470,153,42,57
1471,1471,80,18,72
1472,1472,2,37,65
1473,1473,4,53,60
1474,1474,129,50,77
1475,1475,146,41,78
1476,1476,79,18,11
1477,1477,199,34,46
1478,1478,69,37,14
1479,1479,199,49,48
1480,1480,191,23,29
1481,1481,104,54,80
1482,1482,205,26,42
1483,1483,121,48,59
1484,1484,73,30,59
1485,1485,61,20,34
1486,1486,6,53,45
1487,1487,118,34,22
1488,1488,45,17,76
1489,1489,201,36,79
1490,1490,246,55,47
1491,1491,79,31,39
1492,1492,235,28,50
1493,1493,120,13,60
1494,1494,121,52,63
1495,1495,161,19,32
1496,1496,232,58,19
1497,1497,32,16,31
1498,1498,76,20,68
1499,1499,212,51,12
1500,1500,112,24,38
1501,1501,228,24,23
1502,1502,92,41,65
1503,1503,142,24,68
1504,1504,193,41,69
1505,1505,42,37,72
1506,1506,129,43,23
1507,1507,241,43,15
1508,1508,243,49,43
1509,1509,50,44,69
1510,1510,13,16,52
1511,1511,70,32,47
1512,1512,14,46,27
1513,1513,85,41,55
1514,1514,214,34,12
1515,1515,160,35,56
1516,1516,179,55,52
1517,1517,173,57,29
1518,1518,53,31,66
1519,1519,156,52,75
1520,1520,140,30,10
1521,1521,79,22,20
1522,1522,131,13,80
1523,1523,74,48,24
1524,1524,181,31,78
1525,1525,171,43,14
1526,1526,232,56,46
1527,1527,111,24,31
1528,1528,100,56,64
1529,1529,22,36,16
1530,1530,216,17,66
1531,1531,24,15,17
1532,1532,26,35,59
1533,1533,3,54,33
1534,1534,8,43,52
1535,1535,73,59,45
1536,1536,202,20,53
1537,1537,37,45,42
1538,1538,61,35,76
1539,1539,206,23,30
1540,1540,65,49,54
1541,1541,214,34,42
1542,1542,132,24,37
1543,1543,229,26,63
1544,1544,93,13,33
1545,1545,95,43,28
1546,1546,243,28,25
1547,1547,22,12,54
1548,1548,45,58,67
1549,1549,168,28,74
1550,1550,150,34,12
1551,1551,162,60,75
1552,1552,168,24,79
1553,1553,47,25,31
1554,1554,7,31,35
1555,1555,156,41,50
1556,1556,74,27,13
1557,1557,159,30,63
1558,1558,76,41,42
1559,1559,228,31,28
1560,1560,175,26,13
1561,1561,107,23,70
1562,1562,246,47,45
1563,1563,135,54,74
1564,1564,85,12,13
1565,1565,250,16,10
1566,1566,115,37,55
1567,1567,177,16,55
1568,1568,165,54,17
1569,1569,118,39,12
1570,1570,159,10,79
1571,1571,74,26,43
1572,1572,147,16,65
1573,1573,141,40,42
1574,1574,78,58,40
1575,1575,130,55,42
1576,1576,9,55,24
1577,1577,91,56,52
1578,1578,106,47,21
1579,1579,214,31,48
1580,1580,18,20,25
1581,1581,72,35,25
1582,1582,183,10,67
1583,1583,172,36,11
1584,1584,81,45,12
1585,1585,207,48,14
1586,1586,227,58,44
1587,1587,61,41,37
1588,1588,201,15,61
1589,1589,232,42,73
1590,1590,191,26,64
1591,1591,183,15,42
1592,1592,111,20,36
1593,1593,64,53,32
1594,1594,71,19,44
1595,1595,45,19,49
1596,1596,31,55,71
1597,1597,45,13,20
1598,1598,68,34,37
1599,1599,190,26,77
1600,1600,170,42,31
1601,1601,112,36,26
1602,1602,29,20,38
1603,1603,45,27,56
1604,1604,220,36,58
1605,1605,7,12,33
1606,1606,185,29,26
1607,1607,173,22,52
1608,1608,100,12,64
1609,1609,47,36,10
1610,1610,219,59,17
1611,1611,127,45,33
1612,1612,242,34,58
1613,1613,217,43,41
1614,1614,155,51,16
1615,1615,228,46,55
1616,1616,25,47,46
1617,1617,179,43,44
1618,1618,225,56,52
1619,1619,171,30,80
1620,1620,149,51,29
1621,1621,100,38,39
1622,1622,99,13,12
1623,1623,98,11,16
1624,1624,160,13,25
1625,1625,137,50,17
1626,1626,77,31,37
1627,1627,26,30,76
1628,1628,162,17,46
1629,1629,18,47,20
1630,1630,190,33,77
1631,1631,120,42,57
1632,1632,182,16,19
1633,1633,250,26,60
1634,1634,180,10,78
1635,1635,238,28,79
1636,1636,27,34,34
1637,1637,38,45,73
1638,1638,229,60,36
1639,1639,231,26,15
1640,1640,164,49,39
1641,1641,20,25,10
1642,1642,63,11,74
1643,1643,92,31,22
1644,1644,226,51,74
1645,1645,52,60,32
1646,1646,173,45,79
1647,1647,111,27,59
1648,1648,250,33,57
1649,1649,123,37,76
1650,1650,137,54,39
1651,1651,193,11,63
1652,1652,186,40,45
1653,1653,119,31,50
1654,1654,230,44,41
1655,1655,122,59,37
1656,1656,1,10,21
1657,1657,126,25,73
1658,1658,153,17,51
1659,1659,106,42,66
1660,1660,232,15,30
1661,1661,186,46,50
1662,1662,109,36,52
1663,1663,250,54,72
1664,1664,143,14,67
1665,1665,181,23,58
1666,1666,141,17,64
1667,1667,129,44,37
1668,1668,47,10,29
1669,1669,235,34,45
1670,1670,243,31,47
1671,1671,205,38,62
1672,1672,104,27,28
1673,1673,244,48,36
1674,1674,159,52,44
1675,1675,112,25,53
1676,1676,203,55,73
1677,1677,220,35,73
1678,1678,127,57,45
1679,1679,74,29,45
1680,1680,164,10,38
1681,1681,226,38,64
1682,1682,175,34,43
1683,1683,188,57,41
1684,1684,180,18,37
1685,1685,76,11,67
1686,1686,204,57,58
1687,1687,191,20,41
1688,1688,242,47,72
1689,1689,182,19,35
1690,1690,217,35,15
1691,1691,145,38,33
1692,1692,40,18,10
1693,1693,180,42,12
1694,1694,158,32,27
1695,1695,172,34,26
1696,1696,19,19,24
1697,1697,86,48,67
1698,1698,186,55,61
1699,1699,218,41,43
1700,1700,43,19,80
1701,1701,94,15,37
1702,1702,92,30,15
1703,1703,15,33,35
1704,1704,158,35,35
1705,1705,6,33,26
1706,1706,190,51,33
1707,1707,38,25,74
1708,1708,68,39,52
1709,1709,60,50,24
1710,1710,15,51,32
1711,1711,232,51,13
1712,1712,123,33,45
1713,1713,16,54,13
1714,1714,188,41,44
1715,1715,52,22,34
1716,1716,52,23,75
1717,1717,193,28,24
1718,1718,53,27,77
1719,1719,242,31,61
1720,1720,166,40,61
1721,1721,8,42,49
1722,1722,235,21,37
1723,1723,129,30,80
1724,1724,110,21,48
1725,1725,44,28,70
1726,1726,247,53,39
1727,1727,44,21,33
1728,1728,137,47,53
1729,1729,169,22,57
1730,1730,47,10,33
1731,1731,194,14,66
1732,1732,29,48,60
1733,1733,174,21,53
1734,1734,228,37,31
1735,1735,182,50,25
1736,1736,175,14,27
1737,1737,6,23,40
1738,1738,51,18,19
1739,1739,211,27,37
1740,1740,241,49,36
1741,1741,16,51,12
1742,1742,247,27,43
1743,1743,248,31,73
1744,1744,19,52,25
1745,1745,162,53,48
1746,1746,15,48,44
1747,1747,167,14,56
1748,1748,179,35,24
1749,1749,55,39,60
1750,1750,20,45,68
1751,1751,186,22,77
1752,1752,80,58,30
1753,1753,38,14,22
1754,1754,165,31,58
1755,1755,23,33,68
1756,1756,67,43,58
1757,1757,113,49,47
1758,1758,62,37,28
1759,1759,45,30,59
1760,1760,10,59,49
1761,1761,26,45,62
1762,1762,156,26,20
1763,1763,95,25,49
1764,1764,198,41,30
1765,1765,199,60,69
1766,1766,100,57,10
1767,1767,150,51,23
1768,1768,241,34,50
1769,1769,141,19,50
1770,1770,35,39,37
1771,1771,74,23,50
1772,1772,157,58,75
1773,1773,250,34,32
1774,1774,212,56,42
1775,1775,12,47,19
1776,1776,110,30,73
1777,1777,122,37,61
1778,1778,152,57,70
1779,1779,170,50,20
1780,1780,106,14,48
1781,1781,35,38,21
1782,1782,4,56,51
1783,1783,67,19,60
1784,1784,115,50,22
1785,1785,163,27,27
1786,1786,166,10,30
1787,1787,96,25,37
1788,1788,12,40,32
1789,1789,110,38,80
1790,1790,235,36,10
1791,1791,163,59,37
1792,1792,87,36,77
1793,1793,107,43,42
1794,1794,76,59,73
1795,1795,97,43,20
1796,1796,152,38,73
1797,1797,125,25,43
1798,1798,27,27,35
1799,1799,128,41,18
1800,1800,59,46,65
1801,1801,10,11,42
1802,1802,190,43,22
1803,1803,46,22,22
1804,1804,229,42,36
1805,1805,207,48,32
1806,1806,199,28,56
1807,1807,178,55,19
1808,1808,202,10,34
1809,1809,176,27,78
1810,1810,44,36,80
1811,1811,105,36,22
1812,1812,132,42,38
1813,1813,174,29,33
1814,1814,29,34,36
1815,1815,209,42,57
1816,1816,130,56,58
1817,1817,54,15,62
1818,1818,218,45,33
1819,1819,98,30,26
1820,1820,37,25,29
1821,1821,205,25,79
1822,1822,157,45,78
1823,1823,248,14,17
1824,1824,4,17,51
1825,1825,194,43,42
1826,1826,196,52,56
1827,1827,118,40,30
1828,1828,157,34,51
1829,1829,244,13,73
1830,1830,13,11,50
1831,1831,114,32,35
1832,1832,21,54,24
1833,1833,199,11,23
1834,1834,15,32,42
1835,1835,42,47,40
1836,1836,185,56,64
1837,1837,61,15,35
1838,1838,186,36,13
1839,1839,205,35,53
1840,1840,109,11,28
1841,1841,39,41,47
1842,1842,37,55,70
1843,1843,111,47,45
1844,1844,14,21,75
1845,1845,38,12,70
1846,1846,229,39,44
1847,1847,182,53,47
1848,1848,190,29,59
1849,1849,78,17,19
1850,1850,162,36,41
1851,1851,217,18,74
1852,1852,160,29,65
1853,1853,104,19,79
1854,1854,58,40,29
1855,1855,105,17,58
1856,1856,66,15,79
1857,1857,146,13,20
1858,1858,170,60,13
1859,1859,249,24,58
1860,1860,152,50,42
1861,1861,238,30,68
1862,1862,219,22,42
1863,1863,233,57,78
1864,1864,142,23,75
1865,1865,97,33,78
1866,1866,61,22,52
1867,1867,214,37,49
1868,1868,49,42,25
1869,1869,156,40,65
1870,1870,99,50,14
1871,1871,194,58,28
1872,1872,72,57,38
1873,1873,67,45,74
1874,1874,137,35,13
1875,1875,31,32,77
1876,1876,146,16,21
1877,1877,177,44,34
1878,1878,160,23,68
1879,1879,51,59,73
1880,1880,99,13,51
1881,1881,28,39,43
1882,1882,62,19,65
1883,1883,196,55,79
1884,1884,193,60,40
1885,1885,156,47,34
1886,1886,155,52,22
1887,1887,93,20,35
1888,1888,123,12,49
1889,1889,78,21,24
1890,1890,35,29,78
1891,1891,199,33,55
1892,1892,23,38,74
1893,1893,241,46,39
1894,1894,112,60,50
1895,1895,185,16,28
1896,1896,74,39,36
1897,1897,79,19,17
1898,1898,131,39,48
1899,1899,186,29,62
1900,1900,227,17,75
1901,1901,19,12,11
1902,1902,129,30,67
1903,1903,186,50,33
1904,1904,141,40,77
1905,1905,188,15,25
1906,1906,6,54,80
1907,1907,188,40,48
1908,1908,24,30,76
1909,1909,16,19,40
1910,1910,78,23,59
1911,1911,35,52,11
1912,1912,134,35,11
1913,1913,202,38,59
1914,1914,112,40,29
1915,1915,246,42,35
1916,1916,65,13,61
1917,1917,130,36,54
1918,1918,171,31,39
1919,1919,1,13,38
1920,1920,88,50,47
1921,1921,2,15,70
1922,1922,203,33,20
1923,1923,122,32,55
1924,1924,158,39,28
1925,1925,156,18,28
1926,1926,19,49,68
1927,1927,245,15,68
1928,1928,31,55,25
1929,1929,131,20,16
1930,1930,41,12,51
1931,1931,112,20,58
1932,1932,105,59,26
1933,1933,133,42,17
1934,1934,220,29,32
1935,1935,185,14,71
1936,1936,187,28,49
1937,1937,64,28,52
1938,1938,240,17,80
1939,1939,133,36,47
1940,1940,149,37,50
1941,1941,205,13,52
1942,1942,65,18,33
1943,1943,14,29,49
1944,1944,119,11,71
1945,1945,106,12,62
1946,1946,128,17,15
1947,1947,235,36,18
1948,1948,147,50,70
1949,1949,118,33,50
1950,1950,149,27,59
1951,1951,152,58,34
1952,1952,206,27,64
1953,1953,3,31,65
1954,1954,52,11,72
1955,1955,61,18,16
1956,1956,112,40,67
1957,1957,145,23,52
1958,1958,80,39,57
1959,1959,107,46,24
1960,1960,190,44,64
1961,1961,135,53,49
1962,1962,235,30,15
1963,1963,126,27,71
1964,1964,193,47,33
1965,1965,227,27,21
1966,1966,43,44,61
1967,1967,239,14,67
1968,1968,113,60,72
1969,1969,245,52,35
1970,1970,106,22,77
1971,1971,140,47,37
1972,1972,48,20,19
1973,1973,131,34,64
1974,1974,139,26,48
1975,1975,239,30,72
1976,1976,197,52,79
1977,1977,114,19,80
1978,1978,89,34,20
1979,1979,53,23,52
1980,1980,164,38,71
1981,1981,164,26,13
1982,1982,55,27,47
1983,1983,32,33,44
1984,1984,247,17,54
1985,1985,140,39,42
1986,1986,12,12,13
1987,1987,239,53,79
1988,1988,212,45,78
1989,1989,98,32,18
1990,1990,152,29,57
1991,1991,250,10,73
1992,1992,3,44,70
1993,1993,42,59,45
1994,1994,244,53,79
1995,1995,222,55,76
1996,1996,248,30,26
1997,1997,169,18,31
1998,1998,199,23,31
1999,1999,69,31,66
2000,2000,81,55,55
2001,2001,180,41,60
2002,2002,20,52,80
2003,2003,250,22,28
2004,2004,219,53,51
2005,2005,97,21,35
2006,2006,235,34,38
2007,2007,223,44,42
2008,2008,208,41,73
2009,2009,35,28,64
2010,2010,38,34,33
2011,2011,238,24,15
2012,2012,127,45,27
2013,2013,116,14,78
2014,2014,195,31,29
2015,2015,76,57,19
2016,2016,211,35,26
2017,2017,233,19,69
2018,2018,147,24,58
2019,2019,45,60,69
2020,2020,15,12,40
2021,2021,228,46,77
2022,2022,242,33,18
2023,2023,164,32,24
2024,2024,86,43,78
2025,2025,26,47,61
2026,2026,159,31,50
2027,2027,102,16,22
2028,2028,121,51,56
2029,2029,117,45,33
2030,2030,42,17,37
2031,2031,157,29,19
2032,2032,20,33,10
2033,2033,63,59,22
2034,2034,13,22,40
2035,2035,73,25,27
2036,2036,156,31,53
2037,2037,148,13,47
2038,2038,198,23,25
2039,2039,199,40,62
2040,2040,92,17,36
2041,2041,50,44,13
2042,2042,50,14,66
2043,2043,49,39,10
2044,2044,108,18,63
2045,2045,104,56,24
2046,2046,23,14,48
2047,2047,77,33,18
2048,2048,143,41,77
2049,2049,167,38,24
2050,2050,153,45,80
2051,2051,238,13,72
2052,2052,84,33,75
2053,2053,102,11,12
2054,2054,171,54,62
2055,2055,234,50,43
2056,2056,120,36,76
2057,2057,85,55,33
2058,2058,90,25,22
2059,2059,42,36,23
2060,2060,5,38,45
2061,2061,10,39,29
2062,2062,30,42,14
2063,2063,134,29,64
2064,2064,99,23,80
2065,2065,224,52,40
2066,2066,27,13,71
2067,2067,137,45,63
2068,2068,246,45,22
2069,2069,202,21,57
2070,2070,88,57,26
2071,2071,122,32,79
2072,2072,94,40,37
2073,2073,60,59,17
2074,2074,104,56,31
2075,2075,210,28,78
2076,2076,142,53,59
2077,2077,116,16,28
2078,2078,9,21,42
2079,2079,45,42,48
2080,2080,4,16,61
2081,2081,227,44,71
2082,2082,82,45,79
2083,2083,87,27,49
2084,2084,153,46,68
2085,2085,61,13,56
2086,2086,185,33,16
2087,2087,225,26,63
2088,2088,12,31,79
2089,2089,103,14,38
2090,2090,167,23,51
2091,2091,102,23,26
2092,2092,218,45,36
2093,2093,170,19,78
2094,2094,225,33,57
2095,2095,193,55,31
2096,2096,202,55,53
2097,2097,178,31,69
2098,2098,119,29,30
2099,2099,3,37,71
2100,2100,135,23,39
2101,2101,149,21,18
2102,2102,117,39,10
2103,2103,111,22,25
2104,2104,116,33,25
2105,2105,23,23,38
2106,2106,237,26,26
2107,2107,86,29,10
2108,2108,187,28,33
2109,2109,152,51,37
2110,2110,32,52,63
2111,2111,58,26,30
2112,2112,28,28,71
2113,2113,113,10,35
2114,2114,98,22,46
2115,2115,188,22,79
2116,2116,166,54,52
2117,2117,91,41,25
2118,2118,235,42,56
2119,2119,38,36,35
2120,2120,86,45,79
2121,2121,150,28,21
2122,2122,134,58,27
2123,2123,101,23,47
2124,2124,204,25,75
2125,2125,82,54,62
2126,2126,129,52,61
2127,2127,172,14,48
2128,2128,234,56,63
2129,2129,135,14,44
2130,2130,70,32,63
2131,2131,45,20,69
2132,2132,226,60,72
2133,2133,50,17,21
2134,2134,129,47,60
2135,2135,20,27,23
2136,2136,172,27,53
2137,2137,5,44,62
2138,2138,247,42,23
2139,2139,130,16,72
2140,2140,6,18,37
2141,2141,25,58,66
2142,2142,72,49,76
2143,2143,12,17,70
2144,2144,166,28,12
2145,2145,137,33,13
2146,2146,191,31,80
2147,2147,98,11,17
2148,2148,5,23,40
2149,2149,204,20,40
2150,2150,134,50,68
2151,2151,58,36,14
2152,2152,114,19,58
2153,2153,119,15,43
2154,2154,193,49,71
2155,2155,80,57,41
2156,2156,176,21,37
2157,2157,9,17,79
2158,2158,89,40,49
2159,2159,154,23,34
2160,2160,66,37,64
2161,2161,160,54,32
2162,2162,227,51,39
2163,2163,166,28,37
2164,2164,128,41,16
2165,2165,26,16,34
2166,2166,190,59,44
2167,2167,7,13,77
2168,2168,81,20,67
2169,2169,135,55,58
2170,2170,250,43,75
2171,2171,91,36,17
2172,2172,87,49,59
2173,2173,199,32,42
2174,2174,169,50,52
2175,2175,1,41,24
2176,2176,172,44,35
2177,2177,133,36,54
2178,2178,166,47,53
2179,2179,83,12,10
2180,2180,175,10,33
2181,2181,25,16,18
2182,2182,180,53,20
2183,2183,193,56,64
2184,2184,58,47,74
2185,2185,85,31,71
2186,2186,163,19,24
2187,2187,211,57,49
2188,2188,32,23,57
2189,2189,96,32,28
2190,2190,24,28,63
2191,2191,148,50,38
2192,2192,89,33,59
2193,2193,214,16,18
2194,2194,5,24,40
2195,2195,82,44,37
2196,2196,220,24,38
2197,2197,91,46,46
2198,2198,237,18,62
2199,2199,138,41,39
2200,2200,236,23,19
2201,2201,26,54,65
2202,2202,158,29,37
2203,2203,61,40,54
2204,2204,7,47,16
2205,2205,76,40,36
2206,2206,142,57,10
2207,2207,176,53,33
2208,2208,215,39,69
2209,2209,63,42,36
2210,2210,61,11,65
2211,2211,207,39,34
2212,2212,129,51,72
2213,2213,216,24,62
2214,2214,158,58,48
2215,2215,147,34,13
2216,2216,17,54,67
2217,2217,215,55,70
2218,2218,183,23,76
2219,2219,47,48,74
2220,2220,62,54,70
2221,2221,239,18,70
2222,2222,173,51,53
2223,2223,194,27,55
2224,2224,178,39,15
2225,2225,181,35,28
2226,2226,66,15,28
2227,2227,76,35,66
2228,2228,148,21,80
2229,2229,211,51,62
2230,2230,21,28,60
2231,2231,186,36,10
2232,2232,94,27,68
2233,2233,152,29,39
2234,2234,77,41,14
2235,2235,36,14,69
2236,2236,163,57,49
2237,2237,195,40,69
2238,2238,7,32,75
2239,2239,64,17,27
2240,2240,110,54,27
2241,2241,49,17,54
2242,2242,139,11,13
2243,2243,208,39,11
2244,2244,58,54,36
2245,2245,81,54,37
2246,2246,64,15,38
2247,2247,64,41,16
2248,2248,69,38,72
2249,2249,185,25,58
2250,2250,61,29,12
2251,2251,195,13,75
2252,2252,125,43,72
2253,2253,60,23,36
2254,2254,109,58,37
2255,2255,240,15,40
2256,2256,59,42,59
2257,2257,82,37,70
2258,2258,157,57,39
2259,2259,162,45,47
2260,2260,235,15,75
2261,2261,226,58,66
2262,2262,184,48,61
2263,2263,60,43,42
2264,2264,40,48,49
2265,2265,188,53,11
2266,2266,210,19,59
2267,2267,21,48,28
2268,2268,229,46,35
2269,2269,87,41,62
2270,2270,161,46,15
2271,2271,119,55,44
2272,2272,191,31,23
2273,2273,121,39,48
2274,2274,39,35,20
2275,2275,242,49,17
2276,2276,219,28,34
2277,2277,137,41,19
2278,2278,61,44,39
2279,2279,245,56,51
2280,2280,43,48,71
2281,2281,18,30,21
2282,2282,225,11,78
2283,2283,36,18,36
2284,2284,199,50,30
2285,2285,145,59,49
2286,2286,41,24,41
2287,2287,164,48,22
2288,2288,25,30,62
2289,2289,7,14,47
2290,2290,58,41,61
2291,2291,222,15,16
2292,2292,55,30,13
2293,2293,83,56,17
2294,2294,103,18,24
2295,2295,214,18,36
2296,2296,91,58,70
2297,2297,54,12,43
2298,2298,3,25,10
2299,2299,90,19,75
2300,2300,134,11,39
2301,2301,113,54,28
2302,2302,106,26,67
2303,2303,109,57,32
2304,2304,237,26,58
2305,2305,150,37,10
2306,2306,35,44,75
2307,2307,39,17,14
2308,2308,166,50,73
2309,2309,240,53,34
2310,2310,76,28,39
2311,2311,188,41,64
2312,2312,91,47,35
2313,2313,179,57,67
2314,2314,59,31,41
2315,2315,70,43,33
2316,2316,141,29,51
2317,2317,127,15,57
2318,2318,102,28,10
2319,2319,20,27,18
2320,2320,225,57,43
2321,2321,91,33,56
2322,2322,216,25,44
2323,2323,148,41,54
2324,2324,150,20,61
2325,2325,180,19,56
2326,2326,132,11,79
2327,2327,84,53,57
2328,2328,129,23,64
2329,2329,65,12,73
2330,2330,87,42,78
2331,2331,210,57,40
2332,2332,237,15,18
2333,2333,229,52,60
2334,2334,79,52,23
2335,2335,79,23,68
2336,2336,58,54,61
2337,2337,154,49,66
2338,2338,121,11,18
2339,2339,8,20,74
2340,2340,160,43,14
2341,2341,212,18,61
2342,2342,192,48,14
2343,2343,215,12,19
2344,2344,147,53,12
2345,2345,24,31,56
2346,2346,222,56,78
2347,2347,193,22,22
2348,2348,245,28,48
2349,2349,127,54,41
2350,2350,2,26,80
2351,2351,3,21,26
2352,2352,160,41,27
2353,2353,60,32,74
2354,2354,20,21,13
2355,2355,183,49,68
2356,2356,202,60,34
2357,2357,152,28,18
2358,2358,174,31,45
2359,2359,123,54,65
2360,2360,64,26,52
2361,2361,229,19,61
2362,2362,168,31,72
2363,2363,210,47,23
2364,2364,88,10,68
2365,2365,2,58,52
2366,2366,53,17,79
2367,2367,216,58,61
2368,2368,117,31,37
2369,2369,68,21,24
2370,2370,189,32,51
2371,2371,142,54,34
2372,2372,38,22,41
2373,2373,62,52,27
2374,2374,182,25,72
2375,2375,51,10,25
2376,2376,204,16,31
2377,2377,161,43,13
2378,2378,17,22,15
2379,2379,102,48,55
2380,2380,110,18,29
2381,2381,199,55,25
2382,2382,214,29,15
2383,2383,49,25,45
2384,2384,42,27,15
2385,2385,8,38,17
2386,2386,154,60,12
2387,2387,206,17,54
2388,2388,210,20,54
2389,2389,101,26,49
2390,2390,224,16,72
2391,2391,179,24,44
2392,2392,231,37,49
2393,2393,237,10,58
2394,2394,63,35,27
2395,2395,224,11,21
2396,2396,41,10,61
2397,2397,230,15,50
2398,2398,126,36,13
2399,2399,116,38,71
2400,2400,97,29,57
2401,2401,17,52,66
2402,2402,23,12,44
2403,2403,161,35,34
2404,2404,13,22,41
2405,2405,148,44,49
2406,2406,167,46,55
2407,2407,114,17,40
2408,2408,184,25,69
2409,2409,198,33,71
2410,2410,197,19,29
2411,2411,223,32,14
2412,2412,78,49,27
2413,2413,236,30,46
2414,2414,192,60,13
2415,2415,52,52,70
2416,2416,241,51,25
2417,2417,67,30,19
2418,2418,9,52,53
2419,2419,237,31,69
2420,2420,17,56,17
2421,2421,105,58,23
2422,2422,227,10,39
2423,2423,24,17,70
2424,2424,203,38,63
2425,2425,44,29,80
2426,2426,143,52,28
2427,2427,32,58,23
2428,2428,176,56,66
2429,2429,224,17,70
2430,2430,85,21,47
2431,2431,78,43,47
2432,2432,236,23,78
2433,2433,124,11,31
2434,2434,37,51,41
2435,2435,202,11,54
2436,2436,165,14,12
2437,2437,173,17,71
2438,2438,199,37,71
2439,2439,138,19,39
2440,2440,146,20,13
2441,2441,88,13,39
2442,2442,126,13,17
2443,2443,154,50,52
2444,2444,5,21,59
2445,2445,90,52,10
2446,2446,23,24,11
2447,2447,148,14,55
2448,2448,222,27,77
2449,2449,237,14,72
2450,2450,25,27,50
2451,2451,14,49,45
2452,2452,242,47,25
2453,2453,167,55,67
2454,2454,6,29,76
2455,2455,204,24,59
2456,2456,71,43,56
2457,2457,136,48,68
2458,2458,152,59,44
2459,2459,28,47,12
2460,2460,110,21,23
2461,2461,201,50,62
2462,2462,73,15,57
2463,2463,51,56,41
2464,2464,25,55,74
2465,2465,167,50,34
2466,2466,84,51,32
2467,2467,48,38,38
2468,2468,50,60,45
2469,2469,67,59,18
2470,2470,75,58,41
2471,2471,95,40,14
2472,2472,3,56,60
2473,2473,48,35,37
2474,2474,182,51,31
2475,2475,104,17,39
2476,2476,5,48,61
2477,2477,40,57,13
2478,2478,134,10,62
2479,2479,12,55,24
2480,2480,88,31,11
2481,2481,171,21,25
2482,2482,118,14,40
2483,2483,46,58,26
2484,2484,13,24,10
2485,2485,79,59,28
2486,2486,27,46,25
2487,2487,29,54,17
2488,2488,185,14,49
2489,2489,102,55,78
2490,2490,60,20,27
2491,2491,130,20,63
2492,2492,207,51,50
