menu_item_id,restaurant_id,name,price,category
1824,137,Item 1824,30.84,drink
1825,494,Item 1825,6.62,side
1826,120,Item 1826,8.72,dessert
1827,897,Item 1827,26.83,entree
1828,246,Item 1828,37.39,entree
1829,698,Item 1829,18.39,entree
1830,403,Item 1830,33.11,entree
1831,891,Item 1831,33.61,entree
1832,496,Item 1832,34.83,side
1833,751,Item 1833,38.26,entree
1834,869,Item 1834,13.52,dessert
1835,70,Item 1835,39.92,entree
1836,541,Item 1836,5.13,side
1837,646,Item 1837,15.94,side
1838,52,Item 1838,7.08,side
1839,850,Item 1839,37.27,drink
1840,906,Item 1840,16.84,drink
1841,943,Item 1841,35.15,side
1842,960,Item 1842,35.34,dessert
1843,871,Item 1843,20.01,entree
1844,512,Item 1844,30.84,dessert
1845,34,Item 1845,36.24,drink
1846,751,Item 1846,34.41,side
1847,105,Item 1847,6.8,side
1848,647,Item 1848,37.06,side
1849,862,Item 1849,25.9,dessert
1850,390,Item 1850,23.87,drink
1851,752,Item 1851,6.74,side
1852,300,Item 1852,13.91,side
1853,107,Item 1853,20.11,drink
1854,863,Item 1854,29.99,side
1855,139,Item 1855,34.74,dessert
1856,146,Item 1856,23.87,entree
1857,844,Item 1857,6.24,dessert
1858,597,Item 1858,7.63,drink
1859,524,Item 1859,20.68,side
1860,570,Item 1860,26.8,dessert
1861,996,Item 1861,12.73,drink
1862,593,Item 1862,7.98,entree
1863,493,Item 1863,18.66,drink
1864,550,Item 1864,5.66,entree
1865,725,Item 1865,18.05,entree
1866,815,Item 1866,10.38,dessert
1867,528,Item 1867,21.65,dessert
1868,926,Item 1868,11.89,entree
1869,54,Item 1869,29.17,entree
1870,534,Item 1870,27.38,entree
1871,425,Item 1871,33.0,entree
1872,481,Item 1872,28.17,dessert
1873,14,Item 1873,36.72,drink
1874,610,Item 1874,36.48,dessert
1875,407,Item 1875,9.29,entree
1876,236,Item 1876,28.28,dessert
1877,707,Item 1877,10.27,entree
1878,237,Item 1878,26.93,drink
1879,317,Item 1879,7.53,drink
1880,463,Item 1880,36.21,entree
1881,385,Item 1881,10.18,dessert
1882,553,Item 1882,23.52,entree
1883,796,Item 1883,8.44,drink
1884,136,Item 1884,32.23,dessert
1885,293,Item 1885,27.86,side
1886,785,Item 1886,12.39,drink
1887,331,Item 1887,9.43,drink
1888,490,Item 1888,36.5,drink
1889,706,Item 1889,36.16,drink
1890,873,Item 1890,21.76,side
1891,671,Item 1891,39.07,dessert
1892,404,Item 1892,5.37,drink
1893,721,Item 1893,25.39,drink
1894,481,Item 1894,13.79,side
1895,863,Item 1895,10.54,entree
1896,691,Item 1896,12.58,side
1897,673,Item 1897,19.86,dessert
1898,118,Item 1898,37.82,dessert
1899,639,Item 1899,25.53,entree
1900,971,Item 1900,25.38,dessert
1901,706,Item 1901,12.31,drink
1902,941,Item 1902,27.14,side
1903,579,Item 1903,22.62,drink
1904,95,Item 1904,18.3,entree
1905,536,Item 1905,15.23,entree
1906,268,Item 1906,9.15,entree
1907,362,Item 1907,5.61,drink
1908,855,Item 1908,14.68,entree
1909,329,Item 1909,19.85,entree
1910,465,Item 1910,37.06,drink
1911,94,Item 1911,10.29,drink
1912,579,Item 1912,7.68,side
1913,165,Item 1913,38.92,entree
1914,446,Item 1914,14.37,dessert
1915,844,Item 1915,14.58,entree
1916,751,Item 1916,33.93,dessert
1917,910,Item 1917,29.9,side
1918,727,Item 1918,10.62,side
1919,605,Item 1919,22.0,side
1920,42,Item 1920,5.14,side
1921,247,Item 1921,18.43,drink
1922,245,Item 1922,23.05,drink
1923,141,Item 1923,11.39,drink
1924,120,Item 1924,7.63,entree
1925,358,Item 1925,35.77,dessert
1926,871,Item 1926,5.96,drink
1927,314,Item 1927,20.83,drink
1928,523,Item 1928,19.04,drink
1929,359,Item 1929,18.5,side
1930,816,Item 1930,32.77,side
1931,532,Item 1931,10.25,dessert
1932,445,Item 1932,13.04,drink
1933,93,Item 1933,21.68,entree
1934,5,Item 1934,7.91,dessert
1935,447,Item 1935,13.41,side
1936,194,Item 1936,31.29,dessert
1937,189,Item 1937,18.39,entree
1938,880,Item 1938,15.02,drink
1939,191,Item 1939,12.48,dessert
1940,29,Item 1940,28.22,entree
1941,288,Item 1941,39.61,dessert
1942,660,Item 1942,31.13,drink
1943,818,Item 1943,38.66,drink
1944,472,Item 1944,21.11,dessert
1945,394,Item 1945,29.24,entree
1946,736,Item 1946,31.07,drink
1947,899,Item 1947,14.05,drink
1948,471,Item 1948,32.71,entree
1949,315,Item 1949,27.25,drink
1950,189,Item 1950,22.21,entree
1951,380,Item 1951,6.16,drink
1952,572,Item 1952,24.99,side
1953,910,Item 1953,38.78,entree
1954,933,Item 1954,31.01,dessert
1955,465,Item 1955,24.51,drink
1956,448,Item 1956,34.04,side
1957,300,Item 1957,7.33,dessert
1958,60,Item 1958,8.27,entree
1959,231,Item 1959,31.84,drink
1960,814,Item 1960,13.06,side
1961,814,Item 1961,10.42,entree
1962,431,Item 1962,33.76,drink
1963,177,Item 1963,15.48,drink
1964,879,Item 1964,22.9,entree
1965,518,Item 1965,39.91,dessert
1966,49,Item 1966,19.72,drink
1967,620,Item 1967,11.14,dessert
1968,814,Item 1968,35.5,side
1969,537,Item 1969,35.88,drink
1970,247,Item 1970,26.68,entree
1971,43,Item 1971,23.33,drink
1972,508,Item 1972,11.21,entree
1973,667,Item 1973,14.12,dessert
1974,67,Item 1974,13.6,drink
1975,451,Item 1975,25.63,side
1976,895,Item 1976,10.66,dessert
1977,754,Item 1977,31.52,drink
1978,657,Item 1978,30.02,drink
1979,303,Item 1979,36.79,side
1980,799,Item 1980,10.06,entree
1981,640,Item 1981,28.98,entree
1982,865,Item 1982,11.63,side
1983,460,Item 1983,36.04,dessert
1984,124,Item 1984,38.86,side
1985,521,Item 1985,15.47,entree
1986,856,Item 1986,18.97,entree
1987,606,Item 1987,26.09,entree
1988,548,Item 1988,33.43,drink
1989,923,Item 1989,28.23,entree
1990,757,Item 1990,34.11,drink
1991,144,Item 1991,20.85,dessert
1992,145,Item 1992,34.94,side
1993,26,Item 1993,13.33,side
1994,595,Item 1994,28.71,drink
1995,48,Item 1995,11.69,side
1996,143,Item 1996,24.24,drink
1997,880,Item 1997,30.96,drink
1998,532,Item 1998,32.91,drink
1999,542,Item 1999,11.88,side
2000,523,Item 2000,13.12,drink
2001,689,Item 2001,37.63,entree
2002,940,Item 2002,7.48,dessert
2003,505,Item 2003,35.2,entree
2004,552,Item 2004,8.62,entree
2005,204,Item 2005,18.44,dessert
2006,91,Item 2006,15.43,side
2007,275,Item 2007,26.01,entree
2008,330,Item 2008,7.05,side
2009,813,Item 2009,38.62,dessert
2010,341,Item 2010,33.66,dessert
2011,231,Item 2011,20.94,drink
2012,593,Item 2012,33.86,entree
2013,960,Item 2013,30.71,drink
2014,941,Item 2014,22.96,entree
2015,578,Item 2015,34.58,dessert
2016,751,Item 2016,13.0,drink
2017,642,Item 2017,35.91,dessert
2018,913,Item 2018,17.11,entree
2019,951,Item 2019,32.19,entree
2020,352,Item 2020,18.24,entree
2021,285,Item 2021,35.46,dessert
2022,434,Item 2022,12.12,dessert
2023,972,Item 2023,34.62,dessert
2024,578,Item 2024,36.45,drink
2025,820,Item 2025,6.83,dessert
2026,947,Item 2026,29.16,side
2027,495,Item 2027,6.13,dessert
2028,978,Item 2028,19.15,drink
2029,724,Item 2029,21.84,side
2030,405,Item 2030,6.33,dessert
2031,901,Item 2031,27.48,side
2032,699,Item 2032,32.36,dessert
2033,712,Item 2033,37.73,dessert
2034,189,Item 2034,18.18,drink
2035,550,Item 2035,21.95,entree
2036,969,Item 2036,18.53,dessert
2037,733,Item 2037,9.41,drink
2038,88,Item 2038,11.66,side
2039,390,Item 2039,16.31,entree
2040,893,Item 2040,27.31,side
2041,98,Item 2041,35.94,side
2042,891,Item 2042,35.15,entree
2043,721,Item 2043,5.42,side
2044,940,Item 2044,9.84,entree
2045,114,Item 2045,38.72,dessert
2046,806,Item 2046,15.54,drink
2047,817,Item 2047,10.03,side
2048,522,Item 2048,23.62,entree
2049,421,Item 2049,21.54,entree
2050,833,Item 2050,34.24,drink
2051,772,Item 2051,33.28,drink
2052,322,Item 2052,6.93,side
2053,968,Item 2053,39.1,dessert
2054,649,Item 2054,18.94,drink
2055,627,Item 2055,33.42,entree
2056,18,Item 2056,15.09,side
2057,19,Item 2057,31.55,drink
2058,491,Item 2058,17.83,side
2059,320,Item 2059,38.18,side
2060,444,Item 2060,21.8,entree
2061,530,Item 2061,19.73,dessert
2062,117,Item 2062,27.59,side
2063,2,Item 2063,5.9,entree
2064,645,Item 2064,30.58,side
2065,463,Item 2065,7.27,drink
2066,380,Item 2066,20.15,entree
2067,228,Item 2067,13.28,dessert
2068,492,Item 2068,35.79,side
2069,477,Item 2069,19.34,entree
2070,945,Item 2070,36.91,dessert
2071,962,Item 2071,32.08,side
2072,739,Item 2072,28.63,drink
2073,327,Item 2073,30.32,side
2074,431,Item 2074,32.28,dessert
2075,71,Item 2075,18.29,side
2076,101,Item 2076,34.78,dessert
2077,362,Item 2077,25.2,dessert
2078,164,Item 2078,17.89,side
2079,769,Item 2079,31.16,dessert
2080,428,Item 2080,30.23,side
2081,397,Item 2081,30.99,entree
2082,58,Item 2082,38.26,entree
2083,3,Item 2083,14.94,side
2084,965,Item 2084,35.1,side
2085,961,Item 2085,27.33,dessert
2086,7,Item 2086,5.17,entree
2087,551,Item 2087,16.24,entree
2088,136,Item 2088,9.0,side
2089,569,Item 2089,27.58,dessert
2090,313,Item 2090,30.55,entree
2091,972,Item 2091,12.55,entree
2092,252,Item 2092,39.73,drink
2093,180,Item 2093,29.37,entree
2094,44,Item 2094,28.32,side
2095,873,Item 2095,16.36,side
2096,364,Item 2096,28.45,entree
2097,718,Item 2097,21.37,dessert
2098,167,Item 2098,14.99,entree
2099,613,Item 2099,22.05,drink
2100,958,Item 2100,29.66,dessert
2101,788,Item 2101,39.84,drink
2102,9,Item 2102,13.63,drink
2103,785,Item 2103,23.44,side
2104,773,Item 2104,36.82,dessert
2105,872,Item 2105,35.51,dessert
2106,446,Item 2106,22.65,side
2107,389,Item 2107,15.56,drink
2108,201,Item 2108,18.78,dessert
2109,633,Item 2109,36.59,dessert
2110,237,Item 2110,18.36,entree
2111,489,Item 2111,20.15,drink
2112,476,Item 2112,27.5,side
2113,554,Item 2113,11.01,drink
2114,755,Item 2114,27.14,entree
2115,457,Item 2115,18.46,drink
2116,135,Item 2116,16.42,side
2117,548,Item 2117,17.53,drink
2118,322,Item 2118,22.23,dessert
2119,581,Item 2119,18.83,dessert
2120,500,Item 2120,39.97,entree
2121,971,Item 2121,8.74,dessert
2122,783,Item 2122,5.44,dessert
2123,331,Item 2123,12.89,drink
2124,519,Item 2124,10.05,entree
2125,911,Item 2125,34.86,drink
2126,618,Item 2126,27.03,entree
2127,366,Item 2127,17.82,entree
2128,204,Item 2128,28.59,side
2129,963,Item 2129,13.09,entree
2130,918,Item 2130,7.08,side
2131,497,Item 2131,17.4,drink
2132,971,Item 2132,17.73,side
2133,12,Item 2133,5.1,dessert
2134,520,Item 2134,30.14,drink
2135,270,Item 2135,25.67,side
2136,701,Item 2136,7.51,dessert
2137,406,Item 2137,38.85,entree
2138,249,Item 2138,9.54,dessert
2139,936,Item 2139,36.81,drink
2140,214,Item 2140,30.7,side
2141,332,Item 2141,9.29,dessert
2142,986,Item 2142,38.29,dessert
2143,1000,Item 2143,19.67,drink
2144,100,Item 2144,17.71,drink
2145,955,Item 2145,34.04,side
2146,971,Item 2146,33.02,drink
2147,897,Item 2147,7.13,dessert
2148,506,Item 2148,35.29,entree
2149,925,Item 2149,19.41,side
2150,744,Item 2150,33.91,side
2151,469,Item 2151,24.01,entree
2152,677,Item 2152,35.48,dessert
2153,827,Item 2153,8.88,dessert
2154,217,Item 2154,14.03,entree
2155,139,Item 2155,31.84,drink
2156,295,Item 2156,19.0,side
2157,999,Item 2157,12.28,dessert
2158,266,Item 2158,19.78,side
2159,707,Item 2159,10.09,side
2160,48,Item 2160,11.7,entree
2161,962,Item 2161,15.88,side
2162,533,Item 2162,11.69,dessert
2163,352,Item 2163,33.85,entree
2164,934,Item 2164,26.9,entree
2165,358,Item 2165,39.9,entree
2166,696,Item 2166,14.79,dessert
2167,390,Item 2167,36.93,side
2168,627,Item 2168,37.62,entree
2169,246,Item 2169,17.52,entree
2170,607,Item 2170,30.33,dessert
2171,458,Item 2171,34.65,drink
2172,163,Item 2172,15.72,drink
2173,104,Item 2173,11.68,dessert
2174,34,Item 2174,35.14,drink
2175,220,Item 2175,26.95,side
2176,340,Item 2176,39.3,entree
2177,517,Item 2177,30.5,dessert
2178,306,Item 2178,28.95,dessert
2179,712,Item 2179,15.46,entree
2180,122,Item 2180,22.61,entree
2181,965,Item 2181,21.98,entree
2182,161,Item 2182,6.16,side
2183,860,Item 2183,29.47,drink
2184,45,Item 2184,12.68,side
2185,634,Item 2185,7.79,entree
2186,745,Item 2186,10.03,entree
2187,804,Item 2187,18.16,drink
2188,53,Item 2188,21.39,drink
2189,428,Item 2189,38.33,entree
2190,816,Item 2190,38.05,side
2191,592,Item 2191,32.44,dessert
2192,425,Item 2192,14.42,side
2193,506,Item 2193,21.83,side
2194,115,Item 2194,8.55,dessert
2195,740,Item 2195,11.18,dessert
2196,159,Item 2196,20.62,side
2197,920,Item 2197,36.64,dessert
2198,336,Item 2198,38.5,entree
2199,639,Item 2199,29.21,dessert
2200,352,Item 2200,21.55,dessert
2201,627,Item 2201,14.52,entree
2202,38,Item 2202,24.96,entree
2203,271,Item 2203,16.49,dessert
2204,310,Item 2204,13.94,entree
2205,512,Item 2205,10.93,side
2206,808,Item 2206,14.46,side
2207,718,Item 2207,23.23,dessert
2208,945,Item 2208,30.33,dessert
2209,428,Item 2209,21.17,drink
2210,511,Item 2210,38.92,drink
2211,269,Item 2211,9.53,side
2212,8,Item 2212,10.68,side
2213,189,Item 2213,10.97,drink
2214,278,Item 2214,34.56,entree
2215,884,Item 2215,39.23,side
2216,96,Item 2216,28.68,side
2217,349,Item 2217,36.22,dessert
2218,169,Item 2218,17.04,drink
2219,747,Item 2219,20.82,entree
2220,986,Item 2220,6.21,dessert
2221,454,Item 2221,39.32,entree
2222,922,Item 2222,8.5,dessert
2223,588,Item 2223,34.91,dessert
2224,191,Item 2224,35.91,drink
2225,147,Item 2225,38.79,entree
2226,939,Item 2226,5.56,entree
2227,525,Item 2227,26.84,side
2228,511,Item 2228,24.3,side
2229,129,Item 2229,28.42,dessert
2230,586,Item 2230,33.33,side
2231,270,Item 2231,37.8,drink
2232,427,Item 2232,29.15,dessert
2233,624,Item 2233,38.84,entree
2234,401,Item 2234,25.96,drink
2235,254,Item 2235,21.7,side
2236,14,Item 2236,26.74,drink
2237,618,Item 2237,26.73,side
2238,14,Item 2238,26.87,entree
2239,541,Item 2239,5.02,side
2240,905,Item 2240,30.14,drink
2241,707,Item 2241,14.45,drink
2242,947,Item 2242,24.96,drink
2243,241,Item 2243,13.52,drink
2244,912,Item 2244,10.5,side
2245,594,Item 2245,6.5,entree
2246,468,Item 2246,14.8,drink
2247,356,Item 2247,32.01,dessert
2248,636,Item 2248,39.34,drink
2249,685,Item 2249,23.42,side
2250,988,Item 2250,14.67,side
2251,445,Item 2251,30.04,side
2252,248,Item 2252,34.15,dessert
2253,99,Item 2253,21.04,drink
2254,794,Item 2254,12.82,entree
2255,158,Item 2255,19.87,dessert
2256,647,Item 2256,12.96,drink
2257,238,Item 2257,36.23,entree
2258,929,Item 2258,31.39,drink
2259,773,Item 2259,7.05,side
2260,547,Item 2260,13.44,side
2261,611,Item 2261,17.67,dessert
2262,235,Item 2262,29.75,side
2263,274,Item 2263,39.41,entree
2264,322,Item 2264,12.08,dessert
2265,764,Item 2265,28.84,drink
2266,652,Item 2266,14.58,side
2267,267,Item 2267,33.16,side
2268,589,Item 2268,32.44,side
2269,368,Item 2269,5.18,dessert
2270,339,Item 2270,9.8,dessert
2271,638,Item 2271,5.74,dessert
2272,383,Item 2272,38.88,entree
2273,498,Item 2273,24.76,entree
2274,54,Item 2274,20.58,side
2275,54,Item 2275,37.09,drink
2276,651,Item 2276,5.79,dessert
2277,763,Item 2277,14.12,side
2278,936,Item 2278,32.23,dessert
2279,951,Item 2279,7.87,side
2280,584,Item 2280,12.15,side
2281,895,Item 2281,30.46,side
2282,172,Item 2282,13.13,side
2283,309,Item 2283,12.44,drink
2284,29,Item 2284,31.93,drink
2285,12,Item 2285,27.38,dessert
2286,940,Item 2286,22.23,dessert
2287,38,Item 2287,22.53,dessert
2288,318,Item 2288,12.87,drink
2289,689,Item 2289,22.18,dessert
2290,472,Item 2290,8.61,side
2291,466,Item 2291,6.66,dessert
2292,98,Item 2292,21.6,side
2293,128,Item 2293,18.05,entree
2294,444,Item 2294,39.57,drink
2295,52,Item 2295,32.7,side
2296,700,Item 2296,18.55,dessert
2297,854,Item 2297,12.94,dessert
2298,701,Item 2298,9.89,drink
2299,748,Item 2299,12.42,entree
2300,681,Item 2300,18.12,entree
2301,84,Item 2301,34.92,dessert
2302,515,Item 2302,20.23,side
2303,727,Item 2303,15.37,side
2304,7,Item 2304,27.85,side
2305,183,Item 2305,19.58,drink
2306,272,Item 2306,24.83,entree
2307,527,Item 2307,10.36,side
2308,206,Item 2308,20.5,drink
2309,283,Item 2309,5.16,drink
2310,976,Item 2310,23.79,drink
2311,688,Item 2311,23.98,drink
2312,70,Item 2312,13.24,entree
2313,642,Item 2313,33.21,entree
2314,265,Item 2314,33.18,drink
2315,538,Item 2315,8.0,side
2316,679,Item 2316,39.83,drink
2317,275,Item 2317,35.97,entree
2318,706,Item 2318,23.69,side
2319,898,Item 2319,35.18,dessert
2320,865,Item 2320,10.61,dessert
2321,579,Item 2321,27.81,drink
2322,280,Item 2322,21.57,dessert
2323,72,Item 2323,21.57,side
2324,539,Item 2324,22.04,drink
2325,249,Item 2325,23.76,entree
2326,922,Item 2326,17.43,entree
2327,493,Item 2327,33.99,side
2328,896,Item 2328,19.01,side
2329,538,Item 2329,25.22,entree
2330,782,Item 2330,21.78,side
2331,199,Item 2331,34.42,dessert
2332,994,Item 2332,12.12,drink
2333,719,Item 2333,29.81,entree
2334,965,Item 2334,7.46,side
2335,611,Item 2335,38.95,side
2336,431,Item 2336,18.87,dessert
2337,747,Item 2337,31.18,side
2338,900,Item 2338,13.12,entree
2339,848,Item 2339,5.99,drink
2340,665,Item 2340,12.44,drink
2341,276,Item 2341,33.01,entree
2342,714,Item 2342,24.32,side
2343,44,Item 2343,15.87,side
2344,416,Item 2344,36.62,dessert
2345,386,Item 2345,16.28,entree
2346,789,Item 2346,11.27,drink
2347,6,Item 2347,9.45,side
2348,950,Item 2348,36.69,side
2349,580,Item 2349,39.96,side
2350,523,Item 2350,20.57,side
2351,741,Item 2351,24.8,entree
2352,722,Item 2352,8.6,dessert
2353,207,Item 2353,27.54,side
2354,509,Item 2354,12.58,drink
2355,242,Item 2355,36.08,side
2356,376,Item 2356,26.01,dessert
2357,59,Item 2357,5.15,entree
2358,703,Item 2358,22.51,dessert
2359,355,Item 2359,32.4,side
2360,275,Item 2360,22.88,entree
2361,542,Item 2361,17.1,side
2362,309,Item 2362,35.57,dessert
2363,90,Item 2363,22.25,side
2364,947,Item 2364,39.67,side
2365,749,Item 2365,24.78,side
2366,73,Item 2366,26.02,dessert
2367,108,Item 2367,27.8,entree
2368,792,Item 2368,38.36,dessert
2369,466,Item 2369,36.83,dessert
2370,133,Item 2370,15.23,side
2371,994,Item 2371,26.92,side
2372,289,Item 2372,38.72,drink
2373,270,Item 2373,16.88,dessert
2374,63,Item 2374,14.72,drink
2375,169,Item 2375,10.56,side
2376,114,Item 2376,12.02,entree
2377,64,Item 2377,19.33,entree
2378,5,Item 2378,27.08,dessert
2379,714,Item 2379,24.22,side
2380,42,Item 2380,18.73,side
2381,923,Item 2381,31.77,drink
2382,539,Item 2382,27.65,drink
2383,141,Item 2383,22.35,entree
2384,605,Item 2384,12.96,drink
2385,661,Item 2385,10.69,entree
2386,499,Item 2386,17.53,dessert
2387,909,Item 2387,11.0,entree
2388,923,Item 2388,13.94,entree
2389,95,Item 2389,5.34,dessert
2390,705,Item 2390,20.62,side
2391,524,Item 2391,32.64,side
2392,643,Item 2392,10.2,drink
2393,298,Item 2393,26.96,entree
2394,513,Item 2394,18.15,drink
2395,810,Item 2395,5.76,side
2396,763,Item 2396,12.11,drink
2397,421,Item 2397,34.76,drink
2398,47,Item 2398,16.72,entree
2399,361,Item 2399,30.79,dessert
2400,654,Item 2400,29.82,side
2401,635,Item 2401,13.72,side
2402,302,Item 2402,17.4,side
2403,860,Item 2403,15.59,dessert
2404,859,Item 2404,17.72,dessert
2405,757,Item 2405,13.99,drink
2406,320,Item 2406,38.7,entree
2407,623,Item 2407,23.44,dessert
2408,952,Item 2408,12.03,entree
2409,976,Item 2409,36.58,entree
2410,197,Item 2410,27.9,side
2411,280,Item 2411,10.11,entree
2412,449,Item 2412,13.1,dessert
2413,973,Item 2413,27.35,entree
2414,213,Item 2414,37.72,side
2415,550,Item 2415,14.25,drink
2416,60,Item 2416,24.36,dessert
2417,514,Item 2417,28.57,side
2418,3,Item 2418,29.24,side
2419,286,Item 2419,14.42,side
2420,796,Item 2420,39.37,side
2421,562,Item 2421,29.21,entree
2422,742,Item 2422,16.6,drink
2423,756,Item 2423,11.28,entree
2424,735,Item 2424,36.75,entree
2425,991,Item 2425,25.65,side
2426,673,Item 2426,26.42,drink
2427,779,Item 2427,27.02,entree
2428,738,Item 2428,33.18,drink
2429,191,Item 2429,28.36,side
2430,522,Item 2430,28.87,drink
2431,963,Item 2431,32.64,dessert
2432,613,Item 2432,27.41,dessert
2433,632,Item 2433,13.37,entree
2434,242,Item 2434,13.46,side
2435,437,Item 2435,24.82,entree
2436,447,Item 2436,26.62,side
2437,565,Item 2437,12.44,dessert
2438,347,Item 2438,38.08,dessert
2439,698,Item 2439,23.02,drink
2440,157,Item 2440,7.17,drink
2441,175,Item 2441,18.19,dessert
2442,214,Item 2442,23.35,drink
2443,146,Item 2443,28.92,drink
2444,13,Item 2444,7.65,drink
2445,210,Item 2445,18.59,side
2446,17,Item 2446,36.86,side
2447,373,Item 2447,36.78,entree
2448,269,Item 2448,8.76,side
2449,301,Item 2449,18.17,side
2450,543,Item 2450,19.27,side
2451,449,Item 2451,17.67,dessert
2452,660,Item 2452,31.12,entree
2453,116,Item 2453,39.03,entree
2454,439,Item 2454,37.82,drink
2455,689,Item 2455,35.43,entree
2456,858,Item 2456,38.74,dessert
2457,957,Item 2457,13.68,side
2458,111,Item 2458,27.72,dessert
2459,446,Item 2459,22.54,side
2460,949,Item 2460,21.03,drink
2461,183,Item 2461,29.53,dessert
2462,705,Item 2462,33.28,side
2463,289,Item 2463,6.46,entree
2464,84,Item 2464,28.23,drink
2465,320,Item 2465,5.34,dessert
2466,680,Item 2466,38.94,dessert
2467,27,Item 2467,32.75,drink
2468,388,Item 2468,39.96,side
2469,427,Item 2469,38.54,drink
2470,229,Item 2470,5.11,entree
2471,930,Item 2471,24.26,drink
2472,750,Item 2472,36.85,dessert
2473,578,Item 2473,15.72,drink
2474,683,Item 2474,38.65,entree
2475,813,Item 2475,32.05,entree
2476,867,Item 2476,9.24,dessert
2477,936,Item 2477,25.68,drink
2478,290,Item 2478,6.59,drink
2479,508,Item 2479,13.16,drink
2480,514,Item 2480,28.47,dessert
2481,139,Item 2481,31.51,entree
2482,963,Item 2482,10.0,side
2483,758,Item 2483,15.92,dessert
2484,402,Item 2484,19.29,dessert
2485,670,Item 2485,33.53,entree
2486,596,Item 2486,33.68,side
2487,815,Item 2487,39.4,entree
2488,599,Item 2488,26.51,side
2489,772,Item 2489,35.37,entree
2490,707,Item 2490,23.98,entree
2491,506,Item 2491,34.63,drink
2492,402,Item 2492,23.26,entree
2493,570,Item 2493,29.04,side
2494,732,Item 2494,8.71,side
2495,554,Item 2495,39.79,side
2496,143,Item 2496,12.18,side
2497,217,Item 2497,23.2,side
2498,47,Item 2498,18.72,entree
2499,36,Item 2499,26.84,drink
2500,585,Item 2500,28.09,side
2501,212,Item 2501,33.66,drink
2502,677,Item 2502,5.39,drink
2503,683,Item 2503,20.8,entree
2504,829,Item 2504,24.65,dessert
2505,522,Item 2505,30.8,side
2506,62,Item 2506,15.12,side
2507,491,Item 2507,18.52,dessert
2508,470,Item 2508,6.09,dessert
2509,756,Item 2509,16.88,dessert
2510,416,Item 2510,29.8,entree
2511,88,Item 2511,14.97,side
2512,311,Item 2512,27.09,entree
2513,388,Item 2513,11.19,drink
2514,680,Item 2514,24.21,dessert
2515,390,Item 2515,8.88,side
2516,14,Item 2516,30.2,side
2517,400,Item 2517,16.18,drink
2518,602,Item 2518,17.73,side
2519,226,Item 2519,16.06,entree
2520,947,Item 2520,28.11,side
2521,809,Item 2521,30.6,drink
2522,761,Item 2522,15.5,side
2523,461,Item 2523,19.11,dessert
2524,342,Item 2524,32.52,drink
2525,633,Item 2525,6.62,drink
2526,35,Item 2526,9.29,drink
2527,612,Item 2527,12.42,drink
2528,897,Item 2528,5.44,entree
2529,114,Item 2529,27.43,side
2530,773,Item 2530,35.91,dessert
2531,106,Item 2531,5.03,dessert
2532,624,Item 2532,8.26,drink
2533,187,Item 2533,35.48,side
2534,319,Item 2534,14.3,entree
2535,607,Item 2535,19.52,side
2536,852,Item 2536,25.66,drink
2537,799,Item 2537,19.17,drink
2538,136,Item 2538,32.8,side
2539,709,Item 2539,14.48,drink
2540,277,Item 2540,16.29,drink
2541,599,Item 2541,21.3,drink
2542,23,Item 2542,35.7,dessert
2543,417,Item 2543,15.52,side
2544,261,Item 2544,30.8,side
2545,719,Item 2545,31.67,drink
2546,24,Item 2546,26.89,drink
2547,397,Item 2547,31.07,dessert
2548,861,Item 2548,24.0,drink
2549,396,Item 2549,38.38,entree
2550,391,Item 2550,32.3,side
2551,77,Item 2551,16.08,drink
2552,149,Item 2552,25.02,dessert
2553,486,Item 2553,39.18,drink
2554,761,Item 2554,13.47,dessert
2555,383,Item 2555,16.51,dessert
2556,858,Item 2556,10.18,dessert
2557,576,Item 2557,37.3,side
2558,879,Item 2558,25.19,dessert
2559,759,Item 2559,13.82,dessert
2560,844,Item 2560,14.04,entree
2561,88,Item 2561,15.66,entree
2562,913,Item 2562,22.7,dessert
2563,798,Item 2563,39.13,dessert
2564,373,Item 2564,26.03,dessert
2565,22,Item 2565,11.07,drink
2566,373,Item 2566,38.94,entree
2567,45,Item 2567,7.46,entree
2568,406,Item 2568,25.7,drink
2569,580,Item 2569,12.73,entree
2570,613,Item 2570,22.39,side
2571,469,Item 2571,15.85,drink
2572,944,Item 2572,20.13,dessert
2573,480,Item 2573,31.72,entree
2574,767,Item 2574,19.23,drink
2575,109,Item 2575,21.59,entree
2576,619,Item 2576,38.3,entree
2577,394,Item 2577,20.61,entree
2578,749,Item 2578,7.02,dessert
2579,142,Item 2579,19.03,side
2580,343,Item 2580,22.5,side
2581,933,Item 2581,13.54,dessert
2582,412,Item 2582,36.9,side
2583,567,Item 2583,32.85,drink
2584,660,Item 2584,15.48,drink
2585,93,Item 2585,8.55,entree
2586,879,Item 2586,23.49,drink
2587,123,Item 2587,24.4,dessert
2588,459,Item 2588,36.07,drink
2589,488,Item 2589,13.89,drink
2590,836,Item 2590,26.78,side
2591,204,Item 2591,27.94,dessert
2592,561,Item 2592,32.5,entree
2593,323,Item 2593,29.58,side
2594,106,Item 2594,26.81,side
2595,260,Item 2595,26.42,drink
2596,743,Item 2596,11.57,dessert
2597,593,Item 2597,38.7,dessert
2598,693,Item 2598,23.74,entree
2599,665,Item 2599,11.07,dessert
2600,269,Item 2600,31.04,dessert
