restaurant_id,name,city,rating
736,Restaurant 736,Atlanta,4.0
737,Restaurant 737,Nashville,4.0
738,Restaurant 738,Chicago,4.0
739,Restaurant 739,Atlanta,3.2
740,Restaurant 740,Denver,4.5
741,Restaurant 741,Seattle,4.6
742,Restaurant 742,Atlanta,3.7
743,Restaurant 743,Atlanta,4.0
744,Restaurant 744,Denver,4.3
745,Restaurant 745,Denver,4.0
746,Restaurant 746,Chicago,3.5
747,Restaurant 747,Seattle,3.3
748,Restaurant 748,Seattle,3.3
749,Restaurant 749,Seattle,3.6
750,Restaurant 750,Denver,4.0
751,Restaurant 751,Seattle,3.1
752,Restaurant 752,Atlanta,4.2
753,Restaurant 753,Denver,4.7
754,Restaurant 754,Nashville,4.6
755,Restaurant 755,Atlanta,4.5
756,Restaurant 756,Denver,3.1
757,Restaurant 757,Chicago,3.3
758,Restaurant 758,Denver,4.0
759,Restaurant 759,Denver,3.7
760,Restaurant 760,Atlanta,3.1
761,Restaurant 761,Atlanta,3.3
762,Restaurant 762,Chicago,4.6
763,Restaurant 763,Seattle,4.1
764,Restaurant 764,Chicago,3.6
765,Restaurant 765,Seattle,3.6
766,Restaurant 766,Chicago,3.0
767,Restaurant 767,Nashville,3.6
768,Restaurant 768,Nashville,3.5
769,Restaurant 769,Chicago,4.8
770,Restaurant 770,Seattle,4.2
771,Restaurant 771,Atlanta,3.9
772,Restaurant 772,Chicago,3.9
773,Restaurant 773,Seattle,3.7
774,Restaurant 774,Atlanta,5.0
775,Restaurant 775,Seattle,3.1
776,Restaurant 776,Seattle,3.6
777,Restaurant 777,Denver,4.7
778,Restaurant 778,Denver,3.3
779,Restaurant 779,Denver,4.0
780,Restaurant 780,Atlanta,4.4
781,Restaurant 781,Chicago,3.0
782,Restaurant 782,Denver,4.0
783,Restaurant 783,Seattle,4.2
784,Restaurant 784,Chicago,3.3
785,Restaurant 785,Chicago,3.4
786,Restaurant 786,Seattle,3.1
787,Restaurant 787,Seattle,4.0
788,Restaurant 788,Seattle,3.0
789,Restaurant 789,Denver,4.1
790,Restaurant 790,Seattle,4.6
791,Restaurant 791,Seattle,3.9
792,Restaurant 792,Chicago,3.3
793,Restaurant 793,Denver,3.0
794,Restaurant 794,Atlanta,3.2
795,Restaurant 795,Chicago,3.5
796,Restaurant 796,Seattle,3.5
797,Restaurant 797,Chicago,4.1
798,Restaurant 798,Seattle,4.7
799,Restaurant 799,Atlanta,4.4
800,Restaurant 800,Atlanta,3.0
801,Restaurant 801,Seattle,4.1
802,Restaurant 802,Nashville,3.1
803,Restaurant 803,Denver,4.5
804,Restaurant 804,Nashville,3.7
805,Restaurant 805,Denver,3.8
806,Restaurant 806,Atlanta,3.3
807,Restaurant 807,Chicago,4.2
808,Restaurant 808,Atlanta,4.7
809,Restaurant 809,Chicago,3.0
810,Restaurant 810,Denver,4.1
811,Restaurant 811,Nashville,4.8
812,Restaurant 812,Atlanta,3.1
813,Restaurant 813,Atlanta,4.9
814,Restaurant 814,Seattle,4.0
815,Restaurant 815,Atlanta,4.7
816,Restaurant 816,Nashville,4.5
817,Restaurant 817,Chicago,3.5
818,Restaurant 818,Nashville,4.0
819,Restaurant 819,Seattle,3.9
820,Restaurant 820,Seattle,4.2
821,Restaurant 821,Nashville,3.4
822,Restaurant 822,Chicago,4.9
823,Restaurant 823,Chicago,3.5
824,Restaurant 824,Denver,3.7
825,Restaurant 825,Atlanta,3.6
826,Restaurant 826,Denver,3.6
827,Restaurant 827,Nashville,3.2
828,Restaurant 828,Atlanta,3.8
829,Restaurant 829,Denver,3.4
830,Restaurant 830,Denver,4.6
831,Restaurant 831,Chicago,4.5
832,Restaurant 832,Nashville,3.8
833,Restaurant 833,Nashville,3.6
834,Restaurant 834,Atlanta,4.5
835,Restaurant 835,Denver,3.6
836,Restaurant 836,Nashville,3.0
837,Restaurant 837,Atlanta,4.6
838,Restaurant 838,Nashville,4.2
839,Restaurant 839,Nashville,4.9
840,Restaurant 840,Seattle,3.3
841,Restaurant 841,Chicago,3.7
842,Restaurant 842,Nashville,3.0
843,Restaurant 843,Atlanta,4.9
844,Restaurant 844,Atlanta,4.8
845,Restaurant 845,Nashville,3.6
846,Restaurant 846,Chicago,3.8
847,Restaurant 847,Nashville,3.2
848,Restaurant 848,Denver,3.8
849,Restaurant 849,Seattle,4.2
850,Restaurant 850,Atlanta,4.2
851,Restaurant 851,Seattle,4.8
852,Restaurant 852,Atlanta,3.3
853,Restaurant 853,Nashville,4.1
854,Restaurant 854,Seattle,3.3
855,Restaurant 855,Chicago,4.0
856,Restaurant 856,Chicago,3.7
857,Restaurant 857,Atlanta,4.4
858,Restaurant 858,Chicago,3.3
859,Restaurant 859,Seattle,3.2
860,Restaurant 860,Seattle,4.3
861,Restaurant 861,Seattle,4.9
862,Restaurant 862,Atlanta,3.1
863,Restaurant 863,Atlanta,4.8
864,Restaurant 864,Denver,3.4
865,Restaurant 865,Atlanta,4.3
866,Restaurant 866,Chicago,3.1
867,Restaurant 867,Seattle,4.6
868,Restaurant 868,Chicago,4.8
869,Restaurant 869,Nashville,4.2
870,Restaurant 870,Nashville,4.4
871,Restaurant 871,Chicago,3.9
872,Restaurant 872,Denver,3.3
873,Restaurant 873,Seattle,3.6
874,Restaurant 874,Atlanta,4.0
875,Restaurant 875,Nashville,4.7
876,Restaurant 876,Nashville,4.6
877,Restaurant 877,Denver,4.9
878,Restaurant 878,Seattle,4.7
879,Restaurant 879,Atlanta,4.1
880,Restaurant 880,Atlanta,4.3
881,Restaurant 881,Atlanta,4.1
882,Restaurant 882,Atlanta,3.2
883,Restaurant 883,Nashville,3.1
884,Restaurant 884,Chicago,4.9
885,Restaurant 885,Atlanta,4.6
886,Restaurant 886,Denver,3.8
887,Restaurant 887,Chicago,3.7
888,Restaurant 888,Denver,4.9
889,Restaurant 889,Atlanta,3.8
890,Restaurant 890,Seattle,3.6
891,Restaurant 891,Denver,4.3
892,Restaurant 892,Chicago,4.8
893,Restaurant 893,Nashville,3.2
894,Restaurant 894,Denver,3.6
895,Restaurant 895,Seattle,4.9
896,Restaurant 896,Seattle,3.0
897,Restaurant 897,Chicago,3.0
898,Restaurant 898,Atlanta,5.0
899,Restaurant 899,Chicago,3.9
900,Restaurant 900,Denver,3.3
901,Restaurant 901,Atlanta,3.2
902,Restaurant 902,Nashville,3.0
903,Restaurant 903,Atlanta,3.9
904,Restaurant 904,Chicago,4.9
905,Restaurant 905,Atlanta,3.8
906,Restaurant 906,Nashville,4.3
907,Restaurant 907,Nashville,3.9
908,Restaurant 908,Chicago,3.3
909,Restaurant 909,Atlanta,3.7
910,Restaurant 910,Chicago,3.7
911,Restaurant 911,Chicago,4.5
912,Restaurant 912,Seattle,4.5
913,Restaurant 913,Nashville,5.0
914,Restaurant 914,Seattle,3.7
915,Restaurant 915,Chicago,4.0
916,Restaurant 916,Atlanta,4.9
917,Restaurant 917,Atlanta,3.2
918,Restaurant 918,Seattle,4.3
919,Restaurant 919,Chicago,3.4
920,Restaurant 920,Atlanta,3.7
921,Restaurant 921,Nashville,3.1
922,Restaurant 922,Nashville,3.8
923,Restaurant 923,Chicago,3.6
924,Restaurant 924,Seattle,3.4
925,Restaurant 925,Chicago,3.8
926,Restaurant 926,Denver,3.2
927,Restaurant 927,Denver,3.5
928,Restaurant 928,Nashville,3.8
929,Restaurant 929,Seattle,4.1
930,Restaurant 930,Nashville,4.8
931,Restaurant 931,Denver,3.9
932,Restaurant 932,Atlanta,4.7
933,Restaurant 933,Seattle,3.3
934,Restaurant 934,Nashville,4.9
935,Restaurant 935,Chicago,3.7
936,Restaurant 936,Nashville,4.9
937,Restaurant 937,Nashville,3.8
938,Restaurant 938,Chicago,3.2
939,Restaurant 939,Seattle,4.8
940,Restaurant 940,Nashville,4.1
941,Restaurant 941,Seattle,4.8
942,Restaurant 942,Seattle,4.9
943,Restaurant 943,Denver,3.3
944,Restaurant 944,Seattle,3.2
945,Restaurant 945,Denver,4.5
946,Restaurant 946,Denver,3.6
947,Restaurant 947,Chicago,4.2
948,Restaurant 948,Nashville,3.3
949,Restaurant 949,Denver,4.8
950,Restaurant 950,Nashville,3.1
951,Restaurant 951,Atlanta,4.5
952,Restaurant 952,Seattle,4.1
953,Restaurant 953,Chicago,3.4
954,Restaurant 954,Chicago,3.0
955,Restaurant 955,Seattle,4.3
956,Restaurant 956,Nashville,4.0
957,Restaurant 957,Seattle,4.4
958,Restaurant 958,Chicago,4.6
959,Restaurant 959,Nashville,5.0
960,Restaurant 960,Chicago,3.3
961,Restaurant 961,Denver,4.9
962,Restaurant 962,Denver,4.4
963,Restaurant 963,Seattle,4.4
964,Restaurant 964,Denver,3.0
965,Restaurant 965,Chicago,3.2
966,Restaurant 966,Atlanta,3.0
967,Restaurant 967,Nashville,3.6
968,Restaurant 968,Seattle,4.3
969,Restaurant 969,Denver,3.4
970,Restaurant 970,Denver,5.0
971,Restaurant 971,Denver,3.3
972,Restaurant 972,Chicago,3.6
973,Restaurant 973,Nashville,3.7
974,Restaurant 974,Seattle,4.0
975,Restaurant 975,Nashville,4.2
976,Restaurant 976,Nashville,4.6
977,Restaurant 977,Denver,3.1
978,Restaurant 978,Seattle,3.7
979,Restaurant 979,Atlanta,3.9
980,Restaurant 980,Nashville,4.7
981,Restaurant 981,Nashville,3.0
982,Restaurant 982,Nashville,3.5
983,Restaurant 983,Seattle,4.1
984,Restaurant 984,Nashville,4.0
985,Restaurant 985,Denver,4.0
986,Restaurant 986,Seattle,3.7
987,Restaurant 987,Seattle,3.1
988,Restaurant 988,Denver,3.1
989,Restaurant 989,Chicago,4.6
990,Restaurant 990,Denver,4.6
991,Restaurant 991,Nashville,4.9
992,Restaurant 992,Seattle,4.4
993,Restaurant 993,Atlanta,4.5
994,Restaurant 994,Nashville,3.8
995,Restaurant 995,Nashville,3.2
996,Restaurant 996,Denver,3.6
997,Restaurant 997,Nashville,4.7
998,Restaurant 998,Seattle,3.8
999,Restaurant 999,Nashville,4.4
1000,Restaurant 1000,Nashville,4.2
